Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
20040 Hernani;2004001 Hernani distrito 01;2004001008 Hernani sección 01008;Renta neta media por persona ;2019;13.062
20040 Hernani;2004001 Hernani distrito 01;2004001009 Hernani sección 01009;Renta neta media por persona ;2019;15.939
20040 Hernani;2004001 Hernani distrito 01;2004001010 Hernani sección 01010;Renta neta media por persona ;2019;16.119
20040 Hernani;2004001 Hernani distrito 01;2004001011 Hernani sección 01011;Renta neta media por persona ;2019;13.084
20040 Hernani;2004001 Hernani distrito 01;2004001012 Hernani sección 01012;Renta neta media por persona ;2019;14.911
20040 Hernani;2004001 Hernani distrito 01;2004001013 Hernani sección 01013;Renta neta media por persona ;2019;13.733
20040 Hernani;2004001 Hernani distrito 01;2004001014 Hernani sección 01014;Renta neta media por persona ;2019;14.321
20040 Hernani;2004001 Hernani distrito 01;2004001015 Hernani sección 01015;Renta neta media por persona ;2019;17.460
20040 Hernani;2004001 Hernani distrito 01;2004001016 Hernani sección 01016;Renta neta media por persona ;2019;15.739
20041 Hernialde;;;Renta neta media por persona ;2019;15.761
20041 Hernialde;2004101 Hernialde distrito 01;;Renta neta media por persona ;2019;15.761
20041 Hernialde;2004101 Hernialde distrito 01;2004101001 Hernialde sección 01001;Renta neta media por persona ;2019;15.761
20042 Ibarra;;;Renta neta media por persona ;2019;14.670
20042 Ibarra;2004201 Ibarra distrito 01;;Renta neta media por persona ;2019;14.670
20042 Ibarra;2004201 Ibarra distrito 01;2004201001 Ibarra sección 01001;Renta neta media por persona ;2019;14.556
20042 Ibarra;2004201 Ibarra distrito 01;2004201002 Ibarra sección 01002;Renta neta media por persona ;2019;13.785
20042 Ibarra;2004201 Ibarra distrito 01;2004201003 Ibarra sección 01003;Renta neta media por persona ;2019;16.184
20043 Idiazabal;;;Renta neta media por persona ;2019;18.125
20043 Idiazabal;2004301 Idiazabal distrito 01;;Renta neta media por persona ;2019;18.125
20043 Idiazabal;2004301 Idiazabal distrito 01;2004301001 Idiazabal sección 01001;Renta neta media por persona ;2019;18.125
20044 Ikaztegieta;;;Renta neta media por persona ;2019;14.017
20044 Ikaztegieta;2004401 Ikaztegieta distrito 01;;Renta neta media por persona ;2019;14.017
20044 Ikaztegieta;2004401 Ikaztegieta distrito 01;2004401001 Ikaztegieta sección 01001;Renta neta media por persona ;2019;14.017
20045 Irun;;;Renta neta media por persona ;2019;13.853
20045 Irun;2004501 Irun distrito 01;;Renta neta media por persona ;2019;15.217
20045 Irun;2004501 Irun distrito 01;2004501001 Irun sección 01001;Renta neta media por persona ;2019;15.015
20045 Irun;2004501 Irun distrito 01;2004501002 Irun sección 01002;Renta neta media por persona ;2019;14.253
20045 Irun;2004501 Irun distrito 01;2004501003 Irun sección 01003;Renta neta media por persona ;2019;15.994
20045 Irun;2004501 Irun distrito 01;2004501004 Irun sección 01004;Renta neta media por persona ;2019;15.518
20045 Irun;2004502 Irun distrito 02;;Renta neta media por persona ;2019;13.843
20045 Irun;2004502 Irun distrito 02;2004502001 Irun sección 02001;Renta neta media por persona ;2019;12.819
20045 Irun;2004502 Irun distrito 02;2004502002 Irun sección 02002;Renta neta media por persona ;2019;11.963
20045 Irun;2004502 Irun distrito 02;2004502003 Irun sección 02003;Renta neta media por persona ;2019;13.945
20045 Irun;2004502 Irun distrito 02;2004502004 Irun sección 02004;Renta neta media por persona ;2019;13.289
20045 Irun;2004502 Irun distrito 02;2004502005 Irun sección 02005;Renta neta media por persona ;2019;15.363
20045 Irun;2004502 Irun distrito 02;2004502006 Irun sección 02006;Renta neta media por persona ;2019;15.913
20045 Irun;2004502 Irun distrito 02;2004502007 Irun sección 02007;Renta neta media por persona ;2019;13.616
20045 Irun;2004502 Irun distrito 02;2004502008 Irun sección 02008;Renta neta media por persona ;2019;12.824
20045 Irun;2004502 Irun distrito 02;2004502009 Irun sección 02009;Renta neta media por persona ;2019;14.407
20045 Irun;2004502 Irun distrito 02;2004502010 Irun sección 02010;Renta neta media por persona ;2019;15.057
20045 Irun;2004503 Irun distrito 03;;Renta neta media por persona ;2019;13.690
20045 Irun;2004503 Irun distrito 03;2004503001 Irun sección 03001;Renta neta media por persona ;2019;19.756
20045 Irun;2004503 Irun distrito 03;2004503002 Irun sección 03002;Renta neta media por persona ;2019;11.033
20045 Irun;2004503 Irun distrito 03;2004503003 Irun sección 03003;Renta neta media por persona ;2019;11.555
20045 Irun;2004503 Irun distrito 03;2004503004 Irun sección 03004;Renta neta media por persona ;2019;10.923
20045 Irun;2004503 Irun distrito 03;2004503005 Irun sección 03005;Renta neta media por persona ;2019;11.183
20045 Irun;2004503 Irun distrito 03;2004503006 Irun sección 03006;Renta neta media por persona ;2019;14.938
20045 Irun;2004503 Irun distrito 03;2004503007 Irun sección 03007;Renta neta media por persona ;2019;11.725
20045 Irun;2004503 Irun distrito 03;2004503008 Irun sección 03008;Renta neta media por persona ;2019;13.693
20045 Irun;2004503 Irun distrito 03;2004503009 Irun sección 03009;Renta neta media por persona ;2019;13.495
20045 Irun;2004503 Irun distrito 03;2004503010 Irun sección 03010;Renta neta media por persona ;2019;12.607
20045 Irun;2004503 Irun distrito 03;2004503011 Irun sección 03011;Renta neta media por persona ;2019;13.813
20045 Irun;2004503 Irun distrito 03;2004503012 Irun sección 03012;Renta neta media por persona ;2019;12.693
20045 Irun;2004503 Irun distrito 03;2004503013 Irun sección 03013;Renta neta media por persona ;2019;12.535
20045 Irun;2004503 Irun distrito 03;2004503014 Irun sección 03014;Renta neta media por persona ;2019;12.303
20045 Irun;2004503 Irun distrito 03;2004503015 Irun sección 03015;Renta neta media por persona ;2019;14.569
20045 Irun;2004503 Irun distrito 03;2004503016 Irun sección 03016;Renta neta media por persona ;2019;9.726
20045 Irun;2004503 Irun distrito 03;2004503017 Irun sección 03017;Renta neta media por persona ;2019;17.139
20045 Irun;2004503 Irun distrito 03;2004503018 Irun sección 03018;Renta neta media por persona ;2019;12.791
20045 Irun;2004503 Irun distrito 03;2004503019 Irun sección 03019;Renta neta media por persona ;2019;18.675
20045 Irun;2004504 Irun distrito 04;;Renta neta media por persona ;2019;13.342
20045 Irun;2004504 Irun distrito 04;2004504001 Irun sección 04001;Renta neta media por persona ;2019;11.150
20045 Irun;2004504 Irun distrito 04;2004504002 Irun sección 04002;Renta neta media por persona ;2019;11.057
20045 Irun;2004504 Irun distrito 04;2004504003 Irun sección 04003;Renta neta media por persona ;2019;11.428
20045 Irun;2004504 Irun distrito 04;2004504004 Irun sección 04004;Renta neta media por persona ;2019;14.419
20045 Irun;2004504 Irun distrito 04;2004504005 Irun sección 04005;Renta neta media por persona ;2019;12.227
20045 Irun;2004504 Irun distrito 04;2004504006 Irun sección 04006;Renta neta media por persona ;2019;13.085
20045 Irun;2004504 Irun distrito 04;2004504007 Irun sección 04007;Renta neta media por persona ;2019;14.067
20045 Irun;2004504 Irun distrito 04;2004504008 Irun sección 04008;Renta neta media por persona ;2019;15.088
20045 Irun;2004504 Irun distrito 04;2004504009 Irun sección 04009;Renta neta media por persona ;2019;16.443
20046 Irura;;;Renta neta media por persona ;2019;15.130
20046 Irura;2004601 Irura distrito 01;;Renta neta media por persona ;2019;15.130
20046 Irura;2004601 Irura distrito 01;2004601001 Irura sección 01001;Renta neta media por persona ;2019;15.130
20047 Itsasondo;;;Renta neta media por persona ;2019;14.223
20047 Itsasondo;2004701 Itsasondo distrito 01;;Renta neta media por persona ;2019;14.223
20047 Itsasondo;2004701 Itsasondo distrito 01;2004701001 Itsasondo sección 01001;Renta neta media por persona ;2019;14.223
20048 Larraul;;;Renta neta media por persona ;2019;14.178
20048 Larraul;2004801 Larraul distrito 01;;Renta neta media por persona ;2019;14.178
20048 Larraul;2004801 Larraul distrito 01;2004801001 Larraul sección 01001;Renta neta media por persona ;2019;14.178
20049 Lazkao;;;Renta neta media por persona ;2019;16.488
20049 Lazkao;2004901 Lazkao distrito 01;;Renta neta media por persona ;2019;16.488
20049 Lazkao;2004901 Lazkao distrito 01;2004901001 Lazkao sección 01001;Renta neta media por persona ;2019;15.952
20049 Lazkao;2004901 Lazkao distrito 01;2004901002 Lazkao sección 01002;Renta neta media por persona ;2019;15.363
20049 Lazkao;2004901 Lazkao distrito 01;2004901003 Lazkao sección 01003;Renta neta media por persona ;2019;18.014
20050 Leaburu;;;Renta neta media por persona ;2019;14.758
20050 Leaburu;2005001 Leaburu distrito 01;;Renta neta media por persona ;2019;14.758
20050 Leaburu;2005001 Leaburu distrito 01;2005001001 Leaburu sección 01001;Renta neta media por persona ;2019;14.758
20051 Legazpi;;;Renta neta media por persona ;2019;16.299
20051 Legazpi;2005101 Legazpi distrito 01;;Renta neta media por persona ;2019;16.299
20051 Legazpi;2005101 Legazpi distrito 01;2005101001 Legazpi sección 01001;Renta neta media por persona ;2019;16.308
20051 Legazpi;2005101 Legazpi distrito 01;2005101002 Legazpi sección 01002;Renta neta media por persona ;2019;17.428
20051 Legazpi;2005101 Legazpi distrito 01;2005101003 Legazpi sección 01003;Renta neta media por persona ;2019;15.867
20051 Legazpi;2005101 Legazpi distrito 01;2005101004 Legazpi sección 01004;Renta neta media por persona ;2019;16.194
20051 Legazpi;2005101 Legazpi distrito 01;2005101005 Legazpi sección 01005;Renta neta media por persona ;2019;14.613
20051 Legazpi;2005101 Legazpi distrito 01;2005101006 Legazpi sección 01006;Renta neta media por persona ;2019;16.415
20051 Legazpi;2005101 Legazpi distrito 01;2005101007 Legazpi sección 01007;Renta neta media por persona ;2019;16.069
20052 Legorreta;;;Renta neta media por persona ;2019;14.915
20052 Legorreta;2005201 Legorreta distrito 01;;Renta neta media por persona ;2019;14.915
20052 Legorreta;2005201 Legorreta distrito 01;2005201001 Legorreta sección 01001;Renta neta media por persona ;2019;14.915
20053 Lezo;;;Renta neta media por persona ;2019;14.364
20053 Lezo;2005301 Lezo distrito 01;;Renta neta media por persona ;2019;14.364
20053 Lezo;2005301 Lezo distrito 01;2005301001 Lezo sección 01001;Renta neta media por persona ;2019;14.618
20053 Lezo;2005301 Lezo distrito 01;2005301002 Lezo sección 01002;Renta neta media por persona ;2019;14.589
20053 Lezo;2005301 Lezo distrito 01;2005301003 Lezo sección 01003;Renta neta media por persona ;2019;13.274
20053 Lezo;2005301 Lezo distrito 01;2005301004 Lezo sección 01004;Renta neta media por persona ;2019;14.829
20054 Lizartza;;;Renta neta media por persona ;2019;14.670
20054 Lizartza;2005401 Lizartza distrito 01;;Renta neta media por persona ;2019;14.670
20054 Lizartza;2005401 Lizartza distrito 01;2005401001 Lizartza sección 01001;Renta neta media por persona ;2019;14.670
20055 Arrasate/Mondragón;;;Renta neta media por persona ;2019;17.058
20055 Arrasate/Mondragón;2005501 Arrasate/Mondragón distrito 01;;Renta neta media por persona ;2019;18.620
20055 Arrasate/Mondragón;2005501 Arrasate/Mondragón distrito 01;2005501001 Arrasate/Mondragón sección 01001;Renta neta media por persona ;2019;16.660
20055 Arrasate/Mondragón;2005501 Arrasate/Mondragón distrito 01;2005501002 Arrasate/Mondragón sección 01002;Renta neta media por persona ;2019;20.598
20055 Arrasate/Mondragón;2005501 Arrasate/Mondragón distrito 01;2005501003 Arrasate/Mondragón sección 01003;Renta neta media por persona ;2019;20.054
20055 Arrasate/Mondragón;2005501 Arrasate/Mondragón distrito 01;2005501004 Arrasate/Mondragón sección 01004;Renta neta media por persona ;2019;17.762
20055 Arrasate/Mondragón;2005501 Arrasate/Mondragón distrito 01;2005501005 Arrasate/Mondragón sección 01005;Renta neta media por persona ;2019;21.094
20055 Arrasate/Mondragón;2005501 Arrasate/Mondragón distrito 01;2005501006 Arrasate/Mondragón sección 01006;Renta neta media por persona ;2019;16.909
20055 Arrasate/Mondragón;2005502 Arrasate/Mondragón distrito 02;;Renta neta media por persona ;2019;15.465
20055 Arrasate/Mondragón;2005502 Arrasate/Mondragón distrito 02;2005502001 Arrasate/Mondragón sección 02001;Renta neta media por persona ;2019;17.613
20055 Arrasate/Mondragón;2005502 Arrasate/Mondragón distrito 02;2005502002 Arrasate/Mondragón sección 02002;Renta neta media por persona ;2019;14.389
20055 Arrasate/Mondragón;2005502 Arrasate/Mondragón distrito 02;2005502003 Arrasate/Mondragón sección 02003;Renta neta media por persona ;2019;13.771
20055 Arrasate/Mondragón;2005502 Arrasate/Mondragón distrito 02;2005502004 Arrasate/Mondragón sección 02004;Renta neta media por persona ;2019;15.585
20055 Arrasate/Mondragón;2005503 Arrasate/Mondragón distrito 03;;Renta neta media por persona ;2019;14.461
20055 Arrasate/Mondragón;2005503 Arrasate/Mondragón distrito 03;2005503001 Arrasate/Mondragón sección 03001;Renta neta media por persona ;2019;15.383
20055 Arrasate/Mondragón;2005503 Arrasate/Mondragón distrito 03;2005503002 Arrasate/Mondragón sección 03002;Renta neta media por persona ;2019;14.630
20055 Arrasate/Mondragón;2005503 Arrasate/Mondragón distrito 03;2005503003 Arrasate/Mondragón sección 03003;Renta neta media por persona ;2019;13.553
20055 Arrasate/Mondragón;2005504 Arrasate/Mondragón distrito 04;;Renta neta media por persona ;2019;17.103
20055 Arrasate/Mondragón;2005504 Arrasate/Mondragón distrito 04;2005504001 Arrasate/Mondragón sección 04001;Renta neta media por persona ;2019;17.346
20055 Arrasate/Mondragón;2005504 Arrasate/Mondragón distrito 04;2005504002 Arrasate/Mondragón sección 04002;Renta neta media por persona ;2019;16.974
20055 Arrasate/Mondragón;2005504 Arrasate/Mondragón distrito 04;2005504003 Arrasate/Mondragón sección 04003;Renta neta media por persona ;2019;15.703
20055 Arrasate/Mondragón;2005504 Arrasate/Mondragón distrito 04;2005504004 Arrasate/Mondragón sección 04004;Renta neta media por persona ;2019;19.203
20055 Arrasate/Mondragón;2005505 Arrasate/Mondragón distrito 05;;Renta neta media por persona ;2019;19.304
20055 Arrasate/Mondragón;2005505 Arrasate/Mondragón distrito 05;2005505001 Arrasate/Mondragón sección 05001;Renta neta media por persona ;2019;19.304
20056 Mutriku;;;Renta neta media por persona ;2019;15.124
20056 Mutriku;2005601 Mutriku distrito 01;;Renta neta media por persona ;2019;15.160
20056 Mutriku;2005601 Mutriku distrito 01;2005601001 Mutriku sección 01001;Renta neta media por persona ;2019;16.628
20056 Mutriku;2005601 Mutriku distrito 01;2005601002 Mutriku sección 01002;Renta neta media por persona ;2019;15.247
20056 Mutriku;2005601 Mutriku distrito 01;2005601003 Mutriku sección 01003;Renta neta media por persona ;2019;13.850
20056 Mutriku;2005602 Mutriku distrito 02;;Renta neta media por persona ;2019;14.926
20056 Mutriku;2005602 Mutriku distrito 02;2005602001 Mutriku sección 02001;Renta neta media por persona ;2019;14.926
20057 Mutiloa;;;Renta neta media por persona ;2019;19.017
20057 Mutiloa;2005701 Mutiloa distrito 01;;Renta neta media por persona ;2019;19.017
20057 Mutiloa;2005701 Mutiloa distrito 01;2005701001 Mutiloa sección 01001;Renta neta media por persona ;2019;19.017
20058 Olaberria;;;Renta neta media por persona ;2019;16.866
20058 Olaberria;2005801 Olaberria distrito 01;;Renta neta media por persona ;2019;16.866
20058 Olaberria;2005801 Olaberria distrito 01;2005801001 Olaberria sección 01001;Renta neta media por persona ;2019;16.866
20059 Oñati;;;Renta neta media por persona ;2019;18.269
20059 Oñati;2005901 Oñati distrito 01;;Renta neta media por persona ;2019;18.237
20059 Oñati;2005901 Oñati distrito 01;2005901001 Oñati sección 01001;Renta neta media por persona ;2019;19.589
20059 Oñati;2005901 Oñati distrito 01;2005901002 Oñati sección 01002;Renta neta media por persona ;2019;17.934
20059 Oñati;2005901 Oñati distrito 01;2005901003 Oñati sección 01003;Renta neta media por persona ;2019;17.096
20059 Oñati;2005901 Oñati distrito 01;2005901004 Oñati sección 01004;Renta neta media por persona ;2019;16.940
20059 Oñati;2005901 Oñati distrito 01;2005901005 Oñati sección 01005;Renta neta media por persona ;2019;17.826
20059 Oñati;2005901 Oñati distrito 01;2005901006 Oñati sección 01006;Renta neta media por persona ;2019;19.304
20059 Oñati;2005901 Oñati distrito 01;2005901007 Oñati sección 01007;Renta neta media por persona ;2019;18.078
20059 Oñati;2005902 Oñati distrito 02;;Renta neta media por persona ;2019;18.419
20059 Oñati;2005902 Oñati distrito 02;2005902001 Oñati sección 02001;Renta neta media por persona ;2019;18.419
20060 Orexa;;;Renta neta media por persona ;2019;14.103
20060 Orexa;2006001 Orexa distrito 01;;Renta neta media por persona ;2019;14.103
20060 Orexa;2006001 Orexa distrito 01;2006001001 Orexa sección 01001;Renta neta media por persona ;2019;14.103
20061 Orio;;;Renta neta media por persona ;2019;16.016
20061 Orio;2006101 Orio distrito 01;;Renta neta media por persona ;2019;16.016
20061 Orio;2006101 Orio distrito 01;2006101001 Orio sección 01001;Renta neta media por persona ;2019;16.814
20061 Orio;2006101 Orio distrito 01;2006101002 Orio sección 01002;Renta neta media por persona ;2019;15.172
20061 Orio;2006101 Orio distrito 01;2006101003 Orio sección 01003;Renta neta media por persona ;2019;15.905
20062 Ormaiztegi;;;Renta neta media por persona ;2019;17.472
20062 Ormaiztegi;2006201 Ormaiztegi distrito 01;;Renta neta media por persona ;2019;17.472
20062 Ormaiztegi;2006201 Ormaiztegi distrito 01;2006201001 Ormaiztegi sección 01001;Renta neta media por persona ;2019;17.472
20063 Oiartzun;;;Renta neta media por persona ;2019;15.907
20063 Oiartzun;2006301 Oiartzun distrito 01;;Renta neta media por persona ;2019;15.907
20063 Oiartzun;2006301 Oiartzun distrito 01;2006301001 Oiartzun sección 01001;Renta neta media por persona ;2019;17.489
20063 Oiartzun;2006301 Oiartzun distrito 01;2006301002 Oiartzun sección 01002;Renta neta media por persona ;2019;15.128
20063 Oiartzun;2006301 Oiartzun distrito 01;2006301003 Oiartzun sección 01003;Renta neta media por persona ;2019;15.127
20063 Oiartzun;2006301 Oiartzun distrito 01;2006301004 Oiartzun sección 01004;Renta neta media por persona ;2019;15.402
20063 Oiartzun;2006301 Oiartzun distrito 01;2006301005 Oiartzun sección 01005;Renta neta media por persona ;2019;14.033
20063 Oiartzun;2006301 Oiartzun distrito 01;2006301006 Oiartzun sección 01006;Renta neta media por persona ;2019;16.268
20063 Oiartzun;2006301 Oiartzun distrito 01;2006301007 Oiartzun sección 01007;Renta neta media por persona ;2019;16.904
20064 Pasaia;;;Renta neta media por persona ;2019;13.465
20064 Pasaia;2006401 Pasaia distrito 01;;Renta neta media por persona ;2019;14.424
20064 Pasaia;2006401 Pasaia distrito 01;2006401001 Pasaia sección 01001;Renta neta media por persona ;2019;14.522
20064 Pasaia;2006401 Pasaia distrito 01;2006401002 Pasaia sección 01002;Renta neta media por persona ;2019;14.364
20064 Pasaia;2006402 Pasaia distrito 02;;Renta neta media por persona ;2019;14.447
20064 Pasaia;2006402 Pasaia distrito 02;2006402001 Pasaia sección 02001;Renta neta media por persona ;2019;16.076
20064 Pasaia;2006402 Pasaia distrito 02;2006402002 Pasaia sección 02002;Renta neta media por persona ;2019;13.083
20064 Pasaia;2006402 Pasaia distrito 02;2006402003 Pasaia sección 02003;Renta neta media por persona ;2019;12.297
20064 Pasaia;2006402 Pasaia distrito 02;2006402009 Pasaia sección 02009;Renta neta media por persona ;2019;16.164
20064 Pasaia;2006403 Pasaia distrito 03;;Renta neta media por persona ;2019;13.656
20064 Pasaia;2006403 Pasaia distrito 03;2006403001 Pasaia sección 03001;Renta neta media por persona ;2019;12.974
20064 Pasaia;2006403 Pasaia distrito 03;2006403002 Pasaia sección 03002;Renta neta media por persona ;2019;14.394
20064 Pasaia;2006403 Pasaia distrito 03;2006403003 Pasaia sección 03003;Renta neta media por persona ;2019;13.608
20064 Pasaia;2006404 Pasaia distrito 04;;Renta neta media por persona ;2019;12.418
20064 Pasaia;2006404 Pasaia distrito 04;2006404001 Pasaia sección 04001;Renta neta media por persona ;2019;12.922
20064 Pasaia;2006404 Pasaia distrito 04;2006404002 Pasaia sección 04002;Renta neta media por persona ;2019;12.743
20064 Pasaia;2006404 Pasaia distrito 04;2006404003 Pasaia sección 04003;Renta neta media por persona ;2019;11.838
20064 Pasaia;2006404 Pasaia distrito 04;2006404004 Pasaia sección 04004;Renta neta media por persona ;2019;12.539
20064 Pasaia;2006404 Pasaia distrito 04;2006404005 Pasaia sección 04005;Renta neta media por persona ;2019;11.815
20065 Soraluze-Placencia de las Armas;;;Renta neta media por persona ;2019;14.619
20065 Soraluze-Placencia de las Armas;2006501 Soraluze-Placencia de las Armas distrito 01;;Renta neta media por persona ;2019;14.642
20065 Soraluze-Placencia de las Armas;2006501 Soraluze-Placencia de las Armas distrito 01;2006501001 Soraluze-Placencia de las Armas sección 01001;Renta neta media por persona ;2019;15.561
20065 Soraluze-Placencia de las Armas;2006501 Soraluze-Placencia de las Armas distrito 01;2006501002 Soraluze-Placencia de las Armas sección 01002;Renta neta media por persona ;2019;13.533
20065 Soraluze-Placencia de las Armas;2006502 Soraluze-Placencia de las Armas distrito 02;;Renta neta media por persona ;2019;14.583
20065 Soraluze-Placencia de las Armas;2006502 Soraluze-Placencia de las Armas distrito 02;2006502001 Soraluze-Placencia de las Armas sección 02001;Renta neta media por persona ;2019;14.583
20066 Errezil;;;Renta neta media por persona ;2019;13.203
20066 Errezil;2006601 Errezil distrito 01;;Renta neta media por persona ;2019;13.203
20066 Errezil;2006601 Errezil distrito 01;2006601001 Errezil sección 01001;Renta neta media por persona ;2019;13.203
20067 Errenteria;;;Renta neta media por persona ;2019;13.819
20067 Errenteria;2006701 Errenteria distrito 01;;Renta neta media por persona ;2019;13.819
