Nombre Sección,Sección,Total,censo,votos_total,Participación,desviación renta 16,cambio renta 16-19,desviación participación 16,cambio voto 16-19
Pasaia sección 03002,6403002,13159.0,1404.0,913.0,0.6502849002849003,-1904.7321100917434,-107.65688073394631,237.51470588235293,22.896303291959043
Hondarribia sección 01001,3601001,14105.0,1198.0,709.0,0.5918196994991652,-958.7321100917434,48.34311926605369,33.51470588235293,22.896303291959043
Zestoa sección 01001,2701001,13206.0,1783.0,1170.0,0.6561974200785193,-1857.7321100917434,-323.6568807339463,494.5147058823529,23.896303291959043
Lezo sección 01001,5301001,13432.0,1565.0,1003.0,0.6408945686900959,-1631.7321100917434,-156.6568807339463,327.5147058823529,24.896303291959043
Beasain sección 01002,1901002,18149.0,1596.0,1042.0,0.6528822055137845,3085.2678899082566,-2655.6568807339463,366.5147058823529,24.896303291959043
Ordizia sección 01003,7601003,14789.0,971.0,640.0,0.659114315139032,-274.7321100917434,-296.6568807339463,-35.48529411764707,24.896303291959043
Errenteria sección 01036,6701036,14308.0,1239.0,903.0,0.7288135593220338,-755.7321100917434,760.3431192660537,227.51470588235293,25.896303291959043
Oiartzun sección 01001,6301001,16026.0,1447.0,1013.0,0.7000691085003455,962.2678899082566,120.34311926605369,337.5147058823529,25.896303291959043
Azkoitia sección 03003,1703003,14585.0,679.0,447.0,0.658321060382916,-478.7321100917434,398.3431192660537,-228.48529411764707,25.896303291959043
Arrasate/Mondragón sección 01003,5501003,17353.0,783.0,513.0,0.6551724137931034,2289.2678899082566,1358.3431192660537,-162.48529411764707,25.896303291959043
Arrasate/Mondragón sección 04002,5504002,16106.0,1108.0,700.0,0.631768953068592,1042.2678899082566,-474.6568807339463,24.514705882352928,25.896303291959043
Zarautz sección 02001,7902001,23438.0,1255.0,886.0,0.7059760956175298,8374.267889908257,-181.6568807339463,210.51470588235293,26.896303291959043
Villabona sección 01003,7501003,14406.0,1396.0,836.0,0.5988538681948424,-657.7321100917434,-4.656880733946309,160.51470588235293,27.896303291959043
Irun sección 03019,4503019,16953.0,908.0,558.0,0.6145374449339207,1889.2678899082566,379.3431192660537,-117.48529411764707,28.896303291959043
Irun sección 03017,4503017,15227.0,1514.0,1010.0,0.667107001321004,163.26788990825662,569.3431192660537,334.5147058823529,29.896303291959043
Oiartzun sección 01004,6301004,13064.0,1464.0,926.0,0.6325136612021858,-1999.7321100917434,995.3431192660537,250.51470588235293,29.896303291959043
Elgoibar sección 01003,3201003,15372.0,1493.0,983.0,0.6584058941728065,308.2678899082566,893.3431192660537,307.5147058823529,29.896303291959043
Andoain sección 01003,901003,12916.0,1441.0,928.0,0.6439972241498959,-2147.7321100917434,274.3431192660537,252.51470588235293,29.896303291959043
Zumarraga sección 01003,8001003,15327.0,626.0,423.0,0.6757188498402555,263.2678899082566,-1316.6568807339463,-252.48529411764707,29.896303291959043
Donostia/San Sebastián sección 07031,6907031,14244.0,1546.0,1079.0,0.6979301423027167,-819.7321100917434,362.3431192660537,403.5147058823529,29.896303291959043
Hernani sección 01003,4001003,14047.0,851.0,548.0,0.6439482961222092,-1016.7321100917434,685.3431192660537,-127.48529411764707,30.896303291959043
Zumaia sección 01006,8101006,12758.0,893.0,542.0,0.606942889137738,-2305.7321100917434,433.3431192660537,-133.48529411764707,30.896303291959043
Hondarribia sección 01004,3601004,14659.0,773.0,499.0,0.6455368693402329,-404.7321100917434,488.3431192660537,-176.48529411764707,30.896303291959043
Hernani sección 01010,4001010,14542.0,1460.0,886.0,0.6068493150684932,-521.7321100917434,234.3431192660537,210.51470588235293,31.896303291959043
Ordizia sección 01004,7601004,17381.0,840.0,576.0,0.6857142857142857,2317.2678899082566,-120.65688073394631,-99.48529411764707,31.896303291959043
Amezketa sección 01001,801001,14755.0,716.0,362.0,0.505586592178771,-308.7321100917434,873.3431192660537,-313.4852941176471,31.896303291959043
Hernani sección 01008,4001008,11351.0,869.0,439.0,0.5051783659378596,-3712.7321100917434,368.3431192660537,-236.48529411764707,31.896303291959043
Eibar sección 04001,3004001,14046.0,909.0,569.0,0.6259625962596259,-1017.7321100917434,-333.6568807339463,-106.48529411764707,31.896303291959043
Irun sección 04002,4504002,10269.0,652.0,305.0,0.4677914110429448,-4794.732110091743,-554.6568807339463,-370.4852941176471,32.89630329195904
Zarautz sección 01003,7901003,14901.0,988.0,639.0,0.6467611336032388,-162.73211009174338,-39.65688073394631,-36.48529411764707,32.89630329195904
Azkoitia sección 03002,1703002,14828.0,1081.0,736.0,0.6808510638297872,-235.73211009174338,527.3431192660537,60.51470588235293,33.89630329195904
Zarautz sección 02007,7902007,14361.0,1294.0,816.0,0.6306027820710973,-702.7321100917434,74.34311926605369,140.51470588235293,33.89630329195904
Zarautz sección 02005,7902005,13783.0,1245.0,813.0,0.653012048192771,-1280.7321100917434,-5.656880733946309,137.51470588235293,33.89630329195904
Bergara sección 01002,7401002,16767.0,1544.0,1108.0,0.7176165803108808,1703.2678899082566,524.3431192660537,432.5147058823529,34.89630329195904
Deba sección 02001,2902001,14174.0,788.0,452.0,0.5736040609137056,-889.7321100917434,-428.6568807339463,-223.48529411764707,34.89630329195904
Zizurkil sección 01001,2801001,14814.0,1427.0,922.0,0.6461107217939733,-249.73211009174338,27.34311926605369,246.51470588235293,34.89630329195904
Zarautz sección 02010,7902010,17367.0,1053.0,763.0,0.724596391263058,2303.2678899082566,805.3431192660537,87.51470588235293,34.89630329195904
Eibar sección 04003,3004003,22142.0,1003.0,700.0,0.6979062811565304,7078.267889908257,-221.6568807339463,24.514705882352928,34.89630329195904
Anoeta sección 01001,1001001,13355.0,1499.0,992.0,0.6617745163442295,-1708.7321100917434,11.34311926605369,316.5147058823529,34.89630329195904
Arrasate/Mondragón sección 02001,5502001,16419.0,1006.0,684.0,0.679920477137177,1355.2678899082566,-148.6568807339463,8.514705882352928,35.89630329195904
Deba sección 01003,2901003,15411.0,767.0,526.0,0.6857887874837028,347.2678899082566,380.3431192660537,-149.48529411764707,35.89630329195904
Deba sección 01002,2901002,14330.0,1392.0,918.0,0.6594827586206896,-733.7321100917434,-154.6568807339463,242.51470588235293,35.89630329195904
Azpeitia sección 01001,1801001,14545.0,975.0,599.0,0.6143589743589744,-518.7321100917434,2131.3431192660537,-76.48529411764707,35.89630329195904
Arrasate/Mondragón sección 04001,5504001,16860.0,1029.0,643.0,0.6248785228377065,1796.2678899082566,-856.6568807339463,-32.48529411764707,36.89630329195904
Oiartzun sección 01002,6301002,13219.0,863.0,572.0,0.6628041714947857,-1844.7321100917434,566.3431192660537,-103.48529411764707,37.89630329195904
Errenteria sección 01005,6701005,13142.0,1144.0,742.0,0.6486013986013986,-1921.7321100917434,252.3431192660537,66.51470588235293,38.89630329195904
Azkoitia sección 02001,1702001,15021.0,748.0,467.0,0.6243315508021391,-42.73211009174338,-621.6568807339463,-208.48529411764707,38.89630329195904
Donostia/San Sebastián sección 06013,6906013,15809.0,696.0,486.0,0.6982758620689655,745.2678899082566,1683.3431192660537,-189.48529411764707,38.89630329195904
Azpeitia sección 01004,1801004,14072.0,1620.0,984.0,0.6074074074074074,-991.7321100917434,-534.6568807339463,308.5147058823529,39.89630329195904
Hernani sección 01002,4001002,13704.0,925.0,582.0,0.6291891891891892,-1359.7321100917434,-123.65688073394631,-93.48529411764707,39.89630329195904
Azkoitia sección 03001,1703001,13617.0,990.0,621.0,0.6272727272727273,-1446.7321100917434,-71.65688073394631,-54.48529411764707,39.89630329195904
Azkoitia sección 01001,1701001,12312.0,1180.0,665.0,0.5635593220338984,-2751.7321100917434,-439.6568807339463,-10.485294117647072,40.89630329195904
Hernani sección 01015,4001015,15425.0,692.0,466.0,0.6734104046242775,361.2678899082566,692.3431192660537,-209.48529411764707,41.89630329195904
Donostia/San Sebastián sección 07033,6907033,13995.0,1675.0,1121.0,0.6692537313432836,-1068.7321100917434,1041.3431192660537,445.5147058823529,42.89630329195904
Urretxu sección 01002,7701002,13739.0,1133.0,788.0,0.6954986760812003,-1324.7321100917434,-154.6568807339463,112.51470588235293,42.89630329195904
Pasaia sección 02009,6402009,14146.0,599.0,374.0,0.6243739565943238,-917.7321100917434,675.3431192660537,-301.4852941176471,43.89630329195904
Orio sección 01002,6101002,13652.0,1093.0,695.0,0.6358645928636779,-1411.7321100917434,177.3431192660537,19.514705882352928,44.89630329195904
Donostia/San Sebastián sección 06022,6906022,18343.0,1239.0,920.0,0.7425343018563357,3279.2678899082566,2430.3431192660537,244.51470588235293,45.89630329195904
Azpeitia sección 01006,1801006,12171.0,1447.0,849.0,0.5867311679336559,-2892.7321100917434,-332.6568807339463,173.51470588235293,45.89630329195904
Azpeitia sección 01009,1801009,15217.0,1278.0,830.0,0.6494522691705791,153.26788990825662,-189.6568807339463,154.51470588235293,46.89630329195904
Donostia/San Sebastián sección 06020,6906020,24084.0,875.0,632.0,0.7222857142857143,9020.267889908257,3621.3431192660537,-43.48529411764707,48.89630329195904
Azpeitia sección 01008,1801008,13795.0,569.0,309.0,0.5430579964850615,-1268.7321100917434,-401.6568807339463,-366.4852941176471,48.89630329195904
Azpeitia sección 01007,1801007,14734.0,1002.0,533.0,0.5319361277445109,-329.7321100917434,84.34311926605369,-142.48529411764707,48.89630329195904
Beasain sección 01007,1901007,16421.0,1792.0,1225.0,0.68359375,1357.2678899082566,12.34311926605369,549.5147058823529,48.89630329195904
Donostia/San Sebastián sección 03012,6903012,20879.0,1177.0,857.0,0.7281223449447749,5815.267889908257,-351.6568807339463,181.51470588235293,49.89630329195904
Elgoibar sección 01005,3201005,15436.0,945.0,585.0,0.6190476190476191,372.2678899082566,-289.6568807339463,-90.48529411764707,50.89630329195904
Errenteria sección 01006,6701006,14874.0,1625.0,1104.0,0.6793846153846154,-189.73211009174338,-323.6568807339463,428.5147058823529,51.89630329195904
Elgoibar sección 01010,3201010,15123.0,877.0,536.0,0.6111744583808438,59.26788990825662,-281.6568807339463,-139.48529411764707,52.89630329195904
Irura sección 01001,4601001,13787.0,1223.0,739.0,0.6042518397383483,-1276.7321100917434,0.3431192660536908,63.51470588235293,52.89630329195904
Alegia sección 01001,501001,12678.0,1260.0,738.0,0.5857142857142857,-2385.7321100917434,298.3431192660537,62.51470588235293,53.89630329195904
Hernani sección 01005,4001005,14175.0,1224.0,768.0,0.6274509803921569,-888.7321100917434,160.3431192660537,92.51470588235293,53.89630329195904
Urnieta sección 01004,7201004,13576.0,1153.0,755.0,0.6548135299219427,-1487.7321100917434,398.3431192660537,79.51470588235293,53.89630329195904
Azpeitia sección 01002,1801002,12754.0,1125.0,699.0,0.6213333333333333,-2309.7321100917434,-154.6568807339463,23.514705882352928,53.89630329195904
Donostia/San Sebastián sección 06026,6906026,22857.0,1332.0,980.0,0.7357357357357357,7793.267889908257,497.3431192660537,304.5147058823529,54.89630329195904
Donostia/San Sebastián sección 07007,6907007,15673.0,1162.0,748.0,0.6437177280550774,609.2678899082566,-358.6568807339463,72.51470588235293,55.89630329195904
Tolosa sección 02002,7102002,17820.0,1447.0,949.0,0.6558396682791984,2756.2678899082566,-205.6568807339463,273.5147058823529,56.89630329195904
Asteasu sección 01001,1401001,13645.0,1108.0,611.0,0.5514440433212996,-1418.7321100917434,334.3431192660537,-64.48529411764707,57.89630329195904
Mutriku sección 01001,5601001,15000.0,1028.0,675.0,0.6566147859922179,-63.73211009174338,285.3431192660537,-0.4852941176470722,57.89630329195904
Tolosa sección 03003,7103003,16072.0,1565.0,1035.0,0.6613418530351438,1008.2678899082566,439.3431192660537,359.5147058823529,57.89630329195904
Aretxabaleta sección 01002,1301002,17845.0,1529.0,1039.0,0.6795291039895357,2781.2678899082566,-1688.6568807339463,363.5147058823529,58.89630329195904
Arrasate/Mondragón sección 01005,5501005,22289.0,1341.0,955.0,0.7121551081282624,7225.267889908257,-2537.6568807339463,279.5147058823529,59.89630329195904
Villabona sección 01001,7501001,13025.0,1674.0,1047.0,0.6254480286738351,-2038.7321100917434,224.3431192660537,371.5147058823529,59.89630329195904
Zarautz sección 02011,7902011,14812.0,907.0,632.0,0.6968026460859978,-251.73211009174338,1312.3431192660537,-43.48529411764707,59.89630329195904
Errenteria sección 01022,6701022,13156.0,1321.0,880.0,0.6661619984859954,-1907.7321100917434,-237.6568807339463,204.51470588235293,59.89630329195904
Getaria sección 01002,3901002,15397.0,1320.0,975.0,0.7386363636363636,333.2678899082566,140.3431192660537,299.5147058823529,63.89630329195904
Eibar sección 03001,3003001,12617.0,1219.0,709.0,0.5816242821985234,-2446.7321100917434,306.3431192660537,33.51470588235293,65.89630329195904
Idiazabal sección 01001,4301001,16933.0,1739.0,1090.0,0.6267970097757332,1869.2678899082566,-150.6568807339463,414.5147058823529,68.89630329195904
Zarautz sección 02004,7902004,12598.0,1378.0,849.0,0.6161103047895501,-2465.7321100917434,21.34311926605369,173.51470588235293,69.89630329195904
Berastegi sección 01001,2201001,14008.0,839.0,473.0,0.5637663885578069,-1055.7321100917434,970.3431192660537,-202.48529411764707,70.89630329195904
Urnieta sección 01003,7201003,13640.0,1571.0,944.0,0.6008911521323997,-1423.7321100917434,199.3431192660537,268.5147058823529,71.89630329195904
Azkoitia sección 03004,1703004,15978.0,1382.0,963.0,0.6968162083936325,914.2678899082566,1181.3431192660537,287.5147058823529,72.89630329195904
Oñati sección 01006,5901006,18984.0,1661.0,1105.0,0.6652618904274533,3920.2678899082566,-1022.6568807339463,429.5147058823529,74.89630329195904
Zumaia sección 01005,8101005,15437.0,812.0,522.0,0.6428571428571429,373.2678899082566,922.3431192660537,-153.48529411764707,74.89630329195904
Deba sección 01001,2901001,17000.0,1334.0,917.0,0.6874062968515742,1936.2678899082566,-897.6568807339463,241.51470588235293,75.89630329195904
Donostia/San Sebastián sección 03004,6903004,19363.0,849.0,622.0,0.7326266195524146,4299.267889908257,2267.3431192660537,-53.48529411764707,76.89630329195904
Usurbil sección 01001,7301001,14272.0,1667.0,1111.0,0.6664667066586683,-791.7321100917434,906.3431192660537,435.5147058823529,77.89630329195904
Aretxabaleta sección 01003,1301003,16742.0,1523.0,983.0,0.6454366382140512,1678.2678899082566,-1257.6568807339463,307.5147058823529,77.89630329195904
Legazpi sección 01002,5101002,16285.0,1815.0,1268.0,0.6986225895316804,1221.2678899082566,-199.6568807339463,592.5147058823529,77.89630329195904
Lezo sección 01004,5301004,13568.0,1268.0,801.0,0.6317034700315457,-1495.7321100917434,-81.65688073394631,125.51470588235293,79.89630329195904
Tolosa sección 04001,7104001,15491.0,1102.0,677.0,0.6143375680580763,427.2678899082566,-175.6568807339463,1.5147058823529278,80.89630329195904
Bergara sección 02003,7402003,14910.0,1868.0,1229.0,0.6579229122055674,-153.73211009174338,215.3431192660537,553.5147058823529,80.89630329195904
Lasarte-Oria sección 01001,90201001,15196.0,1150.0,818.0,0.711304347826087,132.26788990825662,14.34311926605369,142.51470588235293,83.89630329195904
Eskoriatza sección 01002,3401002,16516.0,1559.0,1025.0,0.6574727389352149,1452.2678899082566,-807.6568807339463,349.5147058823529,83.89630329195904
Zarautz sección 02003,7902003,13136.0,1527.0,991.0,0.6489849377865095,-1927.7321100917434,611.3431192660537,315.5147058823529,86.89630329195904
Urretxu sección 01006,7701006,15490.0,1079.0,762.0,0.706209453197405,426.2678899082566,-193.6568807339463,86.51470588235293,86.89630329195904
Zarautz sección 02008,7902008,17297.0,1520.0,994.0,0.6539473684210526,2233.2678899082566,962.3431192660537,318.5147058823529,90.89630329195904
Beasain sección 01003,1901003,17327.0,1477.0,968.0,0.6553825321597834,2263.2678899082566,1155.3431192660537,292.5147058823529,90.89630329195904
Usurbil sección 01003,7301003,14017.0,1556.0,992.0,0.6375321336760925,-1046.7321100917434,430.3431192660537,316.5147058823529,92.89630329195904
Zarautz sección 02002,7902002,19066.0,1424.0,1028.0,0.7219101123595506,4002.2678899082566,-312.6568807339463,352.5147058823529,93.89630329195904
Aretxabaleta sección 01004,1301004,17825.0,1174.0,777.0,0.661839863713799,2761.2678899082566,210.3431192660537,101.51470588235293,97.89630329195904
Bergara sección 01004,7401004,14981.0,748.0,494.0,0.660427807486631,-82.73211009174338,51.34311926605369,-181.48529411764707,98.89630329195904
Donostia/San Sebastián sección 04013,6904013,15846.0,1199.0,831.0,0.6930775646371977,782.2678899082566,574.3431192660537,155.51470588235293,98.89630329195904
Zarautz sección 01001,7901001,14105.0,1549.0,1027.0,0.6630083925112976,-958.7321100917434,451.3431192660537,351.5147058823529,105.89630329195904
Zarautz sección 02009,7902009,14338.0,1347.0,849.0,0.6302895322939867,-725.7321100917434,549.3431192660537,173.51470588235293,118.89630329195904
Tolosa sección 04002,7104002,16085.0,1143.0,729.0,0.6377952755905512,1021.2678899082566,655.3431192660537,53.51470588235293,119.89630329195904
Donostia/San Sebastián sección 06014,6906014,22419.0,1413.0,1036.0,0.7331917905166313,7355.267889908257,367.3431192660537,360.5147058823529,119.89630329195904
Tolosa sección 01004,7101004,13708.0,1236.0,764.0,0.6181229773462783,-1355.7321100917434,71.34311926605369,88.51470588235293,125.89630329195904
Donostia/San Sebastián sección 06027,6906027,26382.0,707.0,498.0,0.7043847241867044,11318.267889908257,861.3431192660537,-177.48529411764707,129.89630329195904
Oñati sección 01007,5901007,16806.0,1190.0,780.0,0.6554621848739496,1742.2678899082566,-70.65688073394631,104.51470588235293,131.89630329195904
Eibar sección 01001,3001001,21537.0,1262.0,838.0,0.6640253565768621,6473.267889908257,-657.6568807339463,162.51470588235293,135.89630329195904
Ordizia sección 01008,7601008,18089.0,1206.0,852.0,0.7064676616915423,3025.2678899082566,-469.6568807339463,176.51470588235293,137.89630329195904
Hernani sección 01016,4001016,14184.0,1586.0,991.0,0.6248423707440101,-879.7321100917434,212.3431192660537,315.5147058823529,138.89630329195904
Lazkao sección 01003,4901003,15598.0,1246.0,810.0,0.6500802568218299,534.2678899082566,1073.3431192660537,134.51470588235293,140.89630329195904
Orio sección 01003,6101003,14729.0,1891.0,1117.0,0.5906927551560022,-334.7321100917434,-166.6568807339463,441.5147058823529,147.89630329195904
Tolosa sección 03001,7103001,16364.0,1880.0,1180.0,0.6276595744680851,1300.2678899082566,500.3431192660537,504.5147058823529,149.89630329195904
Hernani sección 01007,4001007,12177.0,834.0,452.0,0.5419664268585132,-2886.7321100917434,562.3431192660537,-223.48529411764707,152.89630329195904
Astigarraga sección 01001,90301001,14707.0,1416.0,935.0,0.6603107344632768,-356.7321100917434,848.3431192660537,259.5147058823529,155.89630329195904
Arrasate/Mondragón sección 01006,5501006,15910.0,1590.0,1039.0,0.6534591194968553,846.2678899082566,-343.6568807339463,363.5147058823529,155.89630329195904
Hondarribia sección 01011,3601011,14442.0,1435.0,939.0,0.6543554006968642,-621.7321100917434,442.3431192660537,263.5147058823529,171.89630329195904
Lasarte-Oria sección 01006,90201006,12234.0,1208.0,767.0,0.6349337748344371,-2829.7321100917434,1203.3431192660537,91.51470588235293,184.89630329195904
Orio sección 01001,6101001,14660.0,1289.0,789.0,0.6121024049650892,-403.7321100917434,811.3431192660537,113.51470588235293,188.89630329195904
Oñati sección 02001,5902001,17706.0,1460.0,877.0,0.6006849315068493,2642.2678899082566,-629.6568807339463,201.51470588235293,194.89630329195904
Hernani sección 01013,4001013,12906.0,1397.0,905.0,0.6478167501789549,-2157.7321100917434,-515.6568807339463,229.51470588235293,219.89630329195904
Irun sección 02010,4502010,13755.0,1692.0,1188.0,0.7021276595744681,-1308.7321100917434,-40.65688073394631,512.5147058823529,240.89630329195904
Irun sección 04004,4504004,14726.0,947.0,650.0,0.6863780359028511,-337.7321100917434,-1649.6568807339463,-25.485294117647072,257.89630329195904
Zumaia sección 01004,8101004,13259.0,999.0,633.0,0.6336336336336337,-1804.7321100917434,330.3431192660537,-42.48529411764707,265.89630329195904
Donostia/San Sebastián sección 03020,6903020,15512.0,1954.0,1181.0,0.6044012282497441,448.2678899082566,2016.3431192660537,505.5147058823529,272.89630329195904
,999090000,,5723.0,2768.0,0.4836624148174034,,,2092.514705882353,284.8963032919587
Azpeitia sección 01005,1801005,17246.0,1794.0,1121.0,0.624860646599777,2182.2678899082566,-524.6568807339463,445.5147058823529,319.89630329195904
Astigarraga sección 01002,90301002,14353.0,1195.0,724.0,0.605857740585774,-710.7321100917434,1688.3431192660537,48.51470588235293,375.89630329195904
Donostia/San Sebastián sección 03033,6903033,15063.0,,,,-0.7321100917433796,1477.3431192660537,,
Donostia/San Sebastián sección 03034,6903034,15063.0,,,,-0.7321100917433796,1373.3431192660537,,
